epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3999,,,,,,47.33,7.3,548,4000,0.9
203,811900,303.767203,286.736826,-101.226687,94.2193,94.2244,909.2980,960.3460,4.5169,295.31,33.9,127,812000,108.4
204,815900,291.503451,276.245271,-102.047640,94.7771,94.7741,912.3996,985.3264,5.5846,253.34,29.4,123,816000,109.0
205,819900,,,,,,,,,311.65,35.7,118,820000,109.3
206,823900,297.623311,281.879335,-102.345547,95.4012,95.3993,827.1997,927.2736,5.2061,286.94,33.0,117,824000,109.9
207,827900,308.057873,291.458456,-102.662614,95.6887,95.6728,904.7687,1003.4281,4.7899,289.87,33.3,119,828000,110.5
208,831900,302.291018,288.938557,-103.449665,96.2267,96.2413,1024.9939,1143.2875,6.9637,285.77,32.9,119,832000,111.0
209,835900,306.045503,292.457524,-103.196040,96.5034,96.4983,1006.0410,1102.0033,10.0865,299.36,34.4,119,836000,111.6
210,839900,,,,,,,,,299.90,34.4,116,840000,111.8
211,843900,305.624520,289.541022,-103.425959,96.8004,96.8033,1026.3185,1134.1621,6.1611,296.80,34.1,107,844000,112.5
212,847900,307.308962,292.392802,-103.535583,96.6868,96.6768,958.1035,1053.8136,4.7901,317.94,36.3,120,848000,113.0
213,851900,307.612585,292.909975,-104.583694,97.6352,97.6619,1043.9126,1129.7899,5.2007,301.73,34.6,108,852000,113.7
214,855900,309.639458,293.282842,-104.488854,97.7861,97.7788,991.9574,1101.9847,5.4618,290.76,33.4,130,856000,114.3
215,859900,,,,,,,,,287.38,33.1,119,860000,114.5
216,863900,305.009156,288.013511,-105.382884,98.1802,98.1805,948.8090,1055.1945,5.3410,295.10,33.9,119,864000,115.1
217,867900,311.537203,296.542236,-105.461620,98.4392,98.4251,918.7223,1013.9758,8.7226,290.64,33.4,112,868000,115.7
218,871900,305.766998,288.189751,-105.523703,98.7009,98.7036,992.7563,1092.9886,5.6509,311.82,35.7,114,872000,116.3
219,875900,312.390147,295.651078,-105.891010,99.0514,99.0464,1072.4299,1161.8955,4.7248,316.79,36.2,112,876000,116.9
220,879900,,,,,,,,,291.93,33.6,120,880000,117.1
221,883900,313.459357,296.960868,-106.540914,99.5822,99.5854,1049.2356,1138.6294,8.1075,309.66,35.5,118,884000,117.6
222,887900,318.525802,302.298873,-106.484685,99.5999,99.5992,1005.0422,1118.4038,9.6491,295.60,34.0,116,888000,118.2
223,891900,312.629426,297.491322,-106.988467,100.1702,100.1643,1061.5295,1190.0246,8.0170,307.27,35.2,119,892000,118.8
224,895900,312.546453,296.893446,-107.616706,100.5719,100.5704,1017.7738,1128.6371,6.6266,290.50,33.4,110,896000,119.3
225,899900,,,,,,,,,304.16,34.9,115,900000,119.5
226,903900,315.618965,300.916302,-107.745881,101.0278,101.0254,1003.9139,1112.3660,4.3303,303.69,34.8,122,904000,120.2
227,907900,318.895203,301.176347,-108.240946,101.0258,101.0556,1093.1541,1176.9646,3.1274,285.17,32.8,118,908000,120.8
228,911900,315.106515,299.995090,-108.779057,101.5766,101.5539,1166.4822,1230.0138,5.7524,299.40,34.4,110,912000,121.4
229,915900,324.459923,310.236204,-108.632247,101.6913,101.7062,1211.0551,1310.0089,4.8388,304.22,34.9,107,916000,122.0
